STATION,DATE,PRCP
GHCND:USW00023160,20120909,0
GHCND:USW00023160,20120910,69
GHCND:USW00023160,20120911,15
GHCND:USW00023160,20120912,3
GHCND:USW00023160,20120913,10
GHCND:USW00023160,20120914,0
GHCND:USW00023160,20120915,0
GHCND:USW00023160,20120916,0
GHCND:USW00023160,20120917,0
GHCND:USW00023160,20120918,0
GHCND:USW00023160,20120919,0
GHCND:USW00023160,20120920,0
GHCND:USW00023160,20120921,0
GHCND:USW00023160,20120922,0
GHCND:USW00023160,20120923,0
GHCND:USW00023160,20120924,0
GHCND:USW00023160,20120925,0
GHCND:USW00023160,20120926,0
GHCND:USW00023160,20120927,0
GHCND:USW00023160,20120928,0
GHCND:USW00023160,20120929,0
GHCND:USW00023160,20120930,0
GHCND:USW00023160,20121001,0
GHCND:USW00023160,20121002,0
GHCND:USW00023160,20121003,0
GHCND:USW00023160,20121004,0
GHCND:USW00023160,20121005,0
GHCND:USW00023160,20121006,0
GHCND:USW00023160,20121007,0
GHCND:USW00023160,20121008,0
GHCND:USW00023160,20121009,0
GHCND:USW00023160,20121010,0
GHCND:USW00023160,20121011,0
GHCND:USW00023160,20121012,0
GHCND:USW00023160,20121013,0
GHCND:USW00023160,20121014,0
GHCND:USW00023160,20121015,0
GHCND:USW00023160,20121016,0
GHCND:USW00023160,20121017,0
GHCND:USW00023160,20121018,0
GHCND:USW00023160,20121019,0
GHCND:USW00023160,20121020,0
GHCND:USW00023160,20121021,0
GHCND:USW00023160,20121022,0
GHCND:USW00023160,20121023,0
GHCND:USW00023160,20121024,0
GHCND:USW00023160,20121025,0
GHCND:USW00023160,20121026,0
GHCND:USW00023160,20121027,0
GHCND:USW00023160,20121028,0
GHCND:USW00023160,20121029,0
GHCND:USW00023160,20121030,0
GHCND:USW00023160,20121031,0
GHCND:USW00023160,20121101,0
GHCND:USW00023160,20121102,0
GHCND:USW00023160,20121103,0
GHCND:USW00023160,20121104,0
GHCND:USW00023160,20121105,0
GHCND:USW00023160,20121106,0
GHCND:USW00023160,20121107,0
GHCND:USW00023160,20121108,0
GHCND:USW00023160,20121109,5
GHCND:USW00023160,20121110,3
GHCND:USW00023160,20121111,0
GHCND:USW00023160,20121112,0
GHCND:USW00023160,20121113,0
GHCND:USW00023160,20121114,0
GHCND:USW00023160,20121115,0
GHCND:USW00023160,20121116,0
GHCND:USW00023160,20121117,0
GHCND:USW00023160,20121118,0
GHCND:USW00023160,20121119,0
GHCND:USW00023160,20121120,0
GHCND:USW00023160,20121121,0
GHCND:USW00023160,20121122,0
GHCND:USW00023160,20121123,0
GHCND:USW00023160,20121124,0
GHCND:USW00023160,20121125,0
GHCND:USW00023160,20121126,0
GHCND:USW00023160,20121127,0
GHCND:USW00023160,20121128,0
GHCND:USW00023160,20121129,0
GHCND:USW00023160,20121130,0
GHCND:USW00023160,20121201,0
GHCND:USW00023160,20121202,0
GHCND:USW00023160,20121203,0
GHCND:USW00023160,20121204,0
GHCND:USW00023160,20121205,0
GHCND:USW00023160,20121206,0
GHCND:USW00023160,20121207,0
GHCND:USW00023160,20121208,0
GHCND:USW00023160,20121209,0
GHCND:USW00023160,20121210,0
GHCND:USW00023160,20121211,0
GHCND:USW00023160,20121212,0
GHCND:USW00023160,20121213,114
GHCND:USW00023160,20121214,48
GHCND:USW00023160,20121215,0
GHCND:USW00023160,20121216,48
GHCND:USW00023160,20121217,0
GHCND:USW00023160,20121218,0
GHCND:USW00023160,20121219,25
GHCND:USW00023160,20121220,0
GHCND:USW00023160,20121221,0
GHCND:USW00023160,20121222,0
GHCND:USW00023160,20121223,0
GHCND:USW00023160,20121224,0
GHCND:USW00023160,20121225,0
GHCND:USW00023160,20121226,0
